employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status
479,U0479,Financial Analyst,Finance,Junior,Forecasting,Other,43.5,4.6,2,9.8,Daily,India,Hybrid
480,U0480,Developer,Tech,Junior,Documentation,Copilot,40.1,4.4,2,11.7,Weekly,Japan,Office
481,U0481,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,41.0,7.5,4,23.6,Daily,USA,Remote
482,U0482,Designer,Marketing,Mid,Copywriting,Gemini,40.9,11.3,6,27.7,Daily,USA,Remote
483,U0483,HR Specialist,HR,Junior,Email Drafting,Gemini,37.4,4.9,3,6.3,Daily,India,Office
484,U0484,Data Analyst,Tech,Senior,Data Analysis,Gemini,44.2,4.3,4,7.5,Occasional,USA,Remote
485,U0485,Developer,Tech,Mid,Documentation,Copilot,43.6,10.8,5,27.5,Daily,UK,Remote
486,U0486,Developer,Tech,Junior,Code Review,Gemini,35.0,4.2,3,11.5,Weekly,Japan,Remote
487,U0487,Developer,Tech,Mid,Documentation,Gemini,42.0,9.9,6,24.9,Daily,USA,Hybrid
488,U0488,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,35.4,7.7,4,20.0,Daily,Canada,Remote
489,U0489,Data Analyst,Tech,Senior,Query Generation,Gemini,50.5,8.9,5,21.3,Weekly,USA,Hybrid
490,U0490,Developer,Tech,Junior,Coding Help,ChatGPT,49.9,5.5,3,12.4,Weekly,UK,Office
491,U0491,Financial Analyst,Finance,Mid,Report Writing,Gemini,44.8,8.7,6,21.0,Occasional,Germany,Hybrid
492,U0492,Financial Analyst,Finance,Mid,Report Writing,Gemini,40.5,12.3,7,27.4,Daily,India,Office
493,U0493,Developer,Tech,Senior,Documentation,Notion AI,40.4,10.3,4,27.5,Daily,Germany,Hybrid
494,U0494,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.6,12.0,5,28.7,Daily,Japan,Remote
495,U0495,Developer,Tech,Mid,Documentation,ChatGPT,37.3,9.0,5,25.1,Daily,USA,Hybrid
496,U0496,Data Analyst,Tech,Mid,Query Generation,ChatGPT,49.8,9.5,4,23.1,Daily,USA,Hybrid
497,U0497,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,49.0,13.7,7,33.9,Daily,UK,Office
498,U0498,Developer,Tech,Mid,Bug Fixing,ChatGPT,42.4,7.5,4,20.7,Daily,USA,Remote
499,U0499,Data Analyst,Tech,Junior,Data Analysis,Notion AI,36.5,9.0,5,23.1,Weekly,USA,Hybrid
500,U0500,Developer,Tech,Junior,Coding Help,Copilot,42.8,12.4,6,27.8,Daily,Japan,Hybrid
501,U0501,Financial Analyst,Finance,Mid,Forecasting,Notion AI,43.7,3.5,1,10.1,Weekly,USA,Office
502,U0502,Data Analyst,Tech,Mid,Query Generation,Copilot,45.9,11.5,5,28.6,Daily,UK,Hybrid
503,U0503,Marketing Specialist,Marketing,Senior,Ideation,Gemini,48.3,9.6,6,21.1,Weekly,USA,Remote
504,U0504,Marketing Specialist,Marketing,Junior,Email Drafting,ChatGPT,38.4,9.0,5,22.1,Occasional,India,Hybrid
505,U0505,Developer,Tech,Senior,Coding Help,ChatGPT,46.2,8.8,4,22.8,Daily,USA,Remote
506,U0506,Developer,Tech,Mid,Coding Help,Copilot,44.6,11.1,5,24.3,Weekly,Japan,Remote
507,U0507,Manager,Management,Mid,Strategy,ChatGPT,36.9,7.6,4,24.1,Daily,Germany,Hybrid
508,U0508,Developer,Tech,Junior,Documentation,Copilot,43.0,4.5,2,10.9,Weekly,India,Remote
509,U0509,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,43.5,10.4,5,25.6,Daily,India,Hybrid
510,U0510,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,31.4,7.3,3,17.3,Weekly,USA,Hybrid
511,U0511,HR Specialist,HR,Mid,Email Drafting,Notion AI,47.3,4.7,2,14.5,Weekly,USA,Office
512,U0512,Developer,Tech,Junior,Documentation,Copilot,42.2,2.1,1,2.2,Weekly,India,Remote
513,U0513,Developer,Tech,Senior,Code Review,Copilot,48.3,8.3,4,22.4,Daily,India,Remote
514,U0514,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,42.5,9.1,5,21.3,Daily,India,Remote
515,U0515,Developer,Tech,Mid,Code Review,Copilot,35.6,8.5,4,24.8,Daily,India,Hybrid
516,U0516,Financial Analyst,Finance,Junior,Report Writing,ChatGPT,42.9,9.4,5,21.0,Daily,India,Office
517,U0517,Developer,Tech,Mid,Coding Help,Copilot,36.5,9.4,4,21.2,Daily,UK,Remote
518,U0518,Financial Analyst,Finance,Mid,Email Drafting,Copilot,42.2,5.8,3,13.1,Daily,Canada,Hybrid
519,U0519,Developer,Tech,Mid,Bug Fixing,Copilot,42.3,15.2,7,43.5,Daily,UK,Hybrid
520,U0520,Data Analyst,Tech,Mid,Data Analysis,Gemini,35.1,8.6,6,24.3,Daily,Japan,Hybrid
521,U0521,Manager,Management,Mid,Email Drafting,Copilot,38.8,8.6,4,24.7,Daily,USA,Hybrid
522,U0522,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,47.2,13.2,9,34.8,Daily,Japan,Hybrid
523,U0523,Developer,Tech,Mid,Documentation,Gemini,45.7,8.9,5,22.9,Daily,India,Office
524,U0524,Financial Analyst,Finance,Senior,Email Drafting,Copilot,41.1,8.0,5,20.0,Occasional,Australia,Office
525,U0525,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,42.1,10.1,5,22.1,Daily,USA,Office
526,U0526,Developer,Tech,Mid,Code Review,Copilot,45.6,6.9,4,24.6,Daily,UK,Remote
527,U0527,Marketing Specialist,Marketing,Mid,Email Drafting,Notion AI,37.1,9.8,5,30.1,Weekly,UK,Hybrid
528,U0528,Designer,Marketing,Junior,Asset Creation,ChatGPT,34.8,7.9,4,15.1,Daily,India,Hybrid
529,U0529,Developer,Tech,Junior,Bug Fixing,Copilot,40.2,9.8,5,25.1,Weekly,Canada,Remote
530,U0530,Financial Analyst,Finance,Mid,Forecasting,Notion AI,46.3,7.8,4,21.2,Daily,USA,Office
531,U0531,Developer,Tech,Mid,Documentation,Copilot,46.9,3.2,1,1.9,Occasional,India,Remote
532,U0532,Developer,Tech,Mid,Documentation,Copilot,42.8,10.0,5,25.1,Daily,Canada,Remote
533,U0533,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,30.6,9.3,4,20.8,Daily,USA,Remote
534,U0534,Developer,Tech,Junior,Bug Fixing,Notion AI,48.8,12.6,7,35.2,Daily,India,Hybrid
535,U0535,Manager,Management,Mid,Report Writing,Notion AI,45.1,11.7,7,30.4,Daily,India,Office
536,U0536,Developer,Tech,Mid,Code Review,Copilot,43.7,4.9,2,11.9,Occasional,Australia,Remote
537,U0537,Developer,Tech,Senior,Code Review,Copilot,42.9,8.2,5,17.8,Weekly,India,Remote
538,U0538,Developer,Tech,Junior,Code Review,Copilot,40.9,8.9,4,23.6,Weekly,UK,Remote
539,U0539,Designer,Marketing,Mid,Asset Creation,Gemini,45.6,7.7,5,18.3,Occasional,Australia,Hybrid
540,U0540,Data Analyst,Tech,Mid,Report Writing,ChatGPT,40.4,9.0,6,23.2,Daily,USA,Hybrid
541,U0541,Designer,Marketing,Mid,Image Generation,Gemini,37.4,10.6,7,23.8,Daily,Germany,Remote
542,U0542,Financial Analyst,Finance,Junior,Report Writing,ChatGPT,43.1,9.4,5,21.7,Daily,Japan,Office
543,U0543,Developer,Tech,Senior,Coding Help,ChatGPT,43.7,10.3,5,25.6,Weekly,USA,Hybrid
544,U0544,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.4,8.4,4,17.8,Daily,Germany,Office
545,U0545,Designer,Marketing,Junior,Copywriting,Gemini,41.5,5.8,3,12.4,Occasional,Canada,Remote
546,U0546,Designer,Marketing,Senior,Image Generation,ChatGPT,45.6,11.4,7,24.8,Daily,India,Remote
547,U0547,Data Analyst,Tech,Mid,Visualization,Gemini,45.3,7.9,5,22.8,Daily,USA,Remote
548,U0548,Marketing Specialist,Marketing,Mid,Market Research,Gemini,46.8,5.2,3,19.0,Daily,Germany,Remote
549,U0549,Manager,Management,Junior,Report Writing,ChatGPT,34.9,7.2,3,18.1,Weekly,Japan,Hybrid
550,U0550,Developer,Tech,Junior,Bug Fixing,Copilot,50.2,10.2,6,25.2,Weekly,India,Hybrid
551,U0551,Marketing Specialist,Marketing,Junior,Market Research,Gemini,41.2,8.4,5,20.6,Weekly,India,Remote
552,U0552,Manager,Management,Senior,Scheduling,Gemini,45.1,8.0,6,20.0,Daily,USA,Remote
553,U0553,Manager,Management,Mid,Report Writing,Gemini,41.4,8.5,4,20.2,Weekly,UK,Office
554,U0554,HR Specialist,HR,Junior,Job Description Writing,ChatGPT,48.6,5.6,2,16.9,Daily,Canada,Office
555,U0555,Developer,Tech,Junior,Coding Help,ChatGPT,48.1,10.6,5,23.3,Daily,Germany,Hybrid
556,U0556,Manager,Management,Mid,Email Drafting,Gemini,43.4,10.3,6,21.0,Daily,India,Office
557,U0557,Developer,Tech,Senior,Documentation,ChatGPT,39.0,6.0,4,14.6,Weekly,Canada,Hybrid
558,U0558,Data Analyst,Tech,Senior,Visualization,Gemini,38.1,8.5,5,20.2,Daily,USA,Remote
559,U0559,Marketing Specialist,Marketing,Senior,Ideation,Other,40.6,13.6,5,29.3,Daily,UK,Remote
560,U0560,Developer,Tech,Mid,Bug Fixing,ChatGPT,40.4,7.7,3,18.1,Daily,India,Remote
561,U0561,HR Specialist,HR,Mid,Policy Q&A,Gemini,46.1,7.9,5,16.9,Daily,Japan,Office
562,U0562,Financial Analyst,Finance,Mid,Forecasting,Gemini,43.3,4.4,2,8.2,Daily,India,Office
563,U0563,HR Specialist,HR,Mid,Report Writing,ChatGPT,41.6,10.9,6,25.1,Daily,Germany,Office
564,U0564,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,36.1,10.3,5,25.8,Daily,Australia,Remote
565,U0565,Financial Analyst,Finance,Senior,Data Analysis,Copilot,39.9,12.2,6,34.7,Daily,USA,Remote
566,U0566,Developer,Tech,Mid,Bug Fixing,Copilot,40.0,10.9,5,22.6,Weekly,Japan,Hybrid
567,U0567,Manager,Management,Junior,Scheduling,Gemini,36.5,7.5,4,19.2,Daily,Australia,Remote
568,U0568,HR Specialist,HR,Junior,Job Description Writing,Gemini,45.7,10.6,6,27.2,Daily,India,Office
569,U0569,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,38.4,4.9,3,13.3,Weekly,USA,Hybrid
570,U0570,Developer,Tech,Junior,Documentation,ChatGPT,39.9,9.7,4,29.6,Daily,Japan,Remote
571,U0571,Developer,Tech,Junior,Documentation,Copilot,47.4,7.3,4,18.8,Occasional,Canada,Hybrid
572,U0572,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,44.3,6.5,4,18.6,Weekly,Canada,Hybrid
573,U0573,Marketing Specialist,Marketing,Senior,Ideation,Gemini,43.4,7.8,5,17.2,Daily,Japan,Remote
574,U0574,Developer,Tech,Senior,Documentation,Copilot,46.2,7.7,4,19.0,Weekly,UK,Remote
575,U0575,HR Specialist,HR,Junior,Report Writing,Gemini,38.1,13.0,7,27.0,Daily,India,Office
576,U0576,Financial Analyst,Finance,Mid,Data Analysis,Copilot,40.1,7.1,4,19.8,Daily,India,Hybrid
577,U0577,Financial Analyst,Finance,Junior,Forecasting,ChatGPT,44.2,4.6,2,7.6,Weekly,Germany,Office
578,U0578,Developer,Tech,Mid,Documentation,Copilot,45.6,7.0,4,13.7,Daily,USA,Remote
579,U0579,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,49.2,10.1,6,27.4,Weekly,Australia,Remote
580,U0580,Developer,Tech,Junior,Documentation,Gemini,40.5,7.9,5,19.3,Daily,India,Hybrid
581,U0581,Marketing Specialist,Marketing,Senior,Ideation,Gemini,43.2,12.7,7,30.8,Daily,Australia,Hybrid
582,U0582,HR Specialist,HR,Senior,Policy Q&A,Gemini,37.5,13.8,8,36.6,Daily,UK,Remote
583,U0583,Developer,Tech,Senior,Code Review,ChatGPT,38.6,12.2,7,28.8,Daily,Germany,Office
584,U0584,Developer,Tech,Junior,Coding Help,Gemini,42.0,14.9,8,35.8,Daily,Japan,Hybrid
585,U0585,Developer,Tech,Junior,Bug Fixing,ChatGPT,44.5,11.9,6,29.5,Daily,UK,Hybrid
586,U0586,Data Analyst,Tech,Senior,Query Generation,Gemini,42.0,5.6,4,14.5,Weekly,USA,Hybrid
587,U0587,HR Specialist,HR,Mid,Report Writing,Gemini,42.2,7.0,5,11.9,Weekly,Australia,Office
588,U0588,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,49.6,8.3,5,24.0,Daily,India,Remote
589,U0589,Manager,Management,Junior,Strategy,Copilot,42.9,6.9,4,18.9,Weekly,USA,Hybrid
590,U0590,HR Specialist,HR,Mid,Report Writing,Gemini,46.2,6.9,4,17.0,Daily,India,Remote
591,U0591,HR Specialist,HR,Mid,Email Drafting,Other,38.9,9.4,4,27.1,Daily,Japan,Office
592,U0592,Developer,Tech,Senior,Code Review,ChatGPT,49.5,11.3,5,34.1,Daily,USA,Hybrid
593,U0593,Manager,Management,Senior,Scheduling,Gemini,38.5,7.8,6,17.6,Daily,Japan,Hybrid
594,U0594,Marketing Specialist,Marketing,Mid,Email Drafting,Notion AI,37.9,7.8,5,22.1,Daily,India,Office
595,U0595,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,47.2,7.9,5,19.6,Weekly,USA,Remote
596,U0596,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,41.6,8.6,4,19.0,Daily,USA,Office
597,U0597,Manager,Management,Mid,Scheduling,Copilot,39.2,12.2,6,32.8,Daily,USA,Remote
598,U0598,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,46.7,6.6,3,16.6,Weekly,India,Hybrid
599,U0599,Data Analyst,Tech,Mid,Query Generation,Gemini,49.9,6.7,5,16.4,Occasional,Japan,Hybrid
600,U0600,HR Specialist,HR,Junior,Report Writing,ChatGPT,38.4,11.1,6,25.4,Daily,India,Office
601,U0601,Developer,Tech,Mid,Documentation,Gemini,36.4,13.6,9,32.1,Daily,Japan,Office
602,U0602,Developer,Tech,Senior,Documentation,Copilot,43.1,11.3,5,27.3,Daily,USA,Hybrid
603,U0603,Manager,Management,Senior,Scheduling,Notion AI,47.1,10.4,6,29.6,Daily,USA,Remote
604,U0604,Developer,Tech,Mid,Coding Help,ChatGPT,45.2,6.4,3,14.7,Daily,India,Hybrid
605,U0605,Manager,Management,Mid,Strategy,Gemini,52.0,9.2,5,21.1,Daily,USA,Office
606,U0606,Manager,Management,Mid,Strategy,ChatGPT,39.9,7.9,4,24.3,Weekly,UK,Hybrid
607,U0607,Financial Analyst,Finance,Senior,Data Analysis,ChatGPT,38.9,7.0,3,12.3,Weekly,USA,Hybrid
608,U0608,Financial Analyst,Finance,Mid,Forecasting,Copilot,42.7,6.8,3,19.6,Weekly,USA,Office
609,U0609,Data Analyst,Tech,Junior,Report Writing,Gemini,39.7,6.8,5,16.7,Daily,Canada,Remote
610,U0610,Marketing Specialist,Marketing,Junior,Email Drafting,Gemini,33.5,6.1,4,20.8,Daily,Japan,Office
611,U0611,Manager,Management,Mid,Strategy,ChatGPT,37.5,7.7,4,19.1,Weekly,USA,Hybrid
612,U0612,HR Specialist,HR,Senior,Policy Q&A,Gemini,42.1,14.3,8,36.8,Daily,Canada,Remote
613,U0613,Financial Analyst,Finance,Mid,Data Analysis,Notion AI,38.3,7.2,4,15.2,Weekly,Australia,Hybrid
614,U0614,Manager,Management,Junior,Scheduling,Notion AI,38.1,6.0,4,14.7,Daily,USA,Hybrid
615,U0615,Manager,Management,Mid,Scheduling,Other,42.5,5.2,1,14.2,Daily,USA,Office
616,U0616,Developer,Tech,Mid,Bug Fixing,Copilot,46.0,15.0,8,34.8,Daily,Japan,Hybrid
617,U0617,HR Specialist,HR,Junior,Report Writing,Notion AI,46.0,5.7,2,15.4,Daily,Australia,Remote
618,U0618,Developer,Tech,Junior,Code Review,ChatGPT,40.0,3.0,1,9.3,Daily,India,Hybrid
619,U0619,Developer,Tech,Senior,Code Review,ChatGPT,46.7,9.6,5,28.7,Daily,Germany,Hybrid
620,U0620,Designer,Marketing,Junior,Asset Creation,Gemini,33.1,9.5,6,20.1,Daily,USA,Remote
621,U0621,Data Analyst,Tech,Junior,Data Analysis,Gemini,38.8,7.2,4,18.0,Daily,Japan,Remote
622,U0622,Developer,Tech,Mid,Coding Help,Copilot,45.8,12.4,7,27.7,Daily,USA,Remote
623,U0623,Designer,Marketing,Senior,Asset Creation,Notion AI,40.3,8.7,4,18.1,Daily,Australia,Remote
624,U0624,Marketing Specialist,Marketing,Mid,Market Research,Gemini,43.3,8.9,6,22.4,Daily,Japan,Remote
625,U0625,Financial Analyst,Finance,Junior,Report Writing,Gemini,42.0,7.3,4,15.2,Weekly,UK,Hybrid
626,U0626,Manager,Management,Senior,Scheduling,Gemini,33.8,12.7,7,32.9,Daily,USA,Office
627,U0627,Financial Analyst,Finance,Junior,Email Drafting,Other,38.2,9.7,4,24.9,Daily,Canada,Hybrid
628,U0628,HR Specialist,HR,Mid,Policy Q&A,ChatGPT,41.3,8.3,4,23.3,Daily,USA,Office
629,U0629,Designer,Marketing,Mid,Ideation,ChatGPT,43.7,8.2,4,19.7,Daily,India,Hybrid
630,U0630,Financial Analyst,Finance,Junior,Data Analysis,ChatGPT,45.4,7.3,3,13.1,Daily,USA,Hybrid
631,U0631,Designer,Marketing,Mid,Copywriting,Other,34.0,9.9,4,23.3,Daily,Canada,Remote
632,U0632,Developer,Tech,Mid,Documentation,Copilot,36.7,9.4,5,19.6,Daily,Japan,Hybrid
633,U0633,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,38.9,6.7,3,20.1,Daily,USA,Office
634,U0634,Developer,Tech,Junior,Documentation,Copilot,41.1,3.9,2,15.4,Weekly,India,Hybrid
635,U0635,Designer,Marketing,Mid,Image Generation,Notion AI,54.0,6.8,3,18.8,Daily,UK,Hybrid
636,U0636,Manager,Management,Mid,Scheduling,Gemini,38.6,6.0,4,16.5,Daily,UK,Office
637,U0637,Developer,Tech,Senior,Code Review,Gemini,39.3,9.8,6,24.3,Daily,India,Hybrid
638,U0638,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,44.0,8.9,4,30.3,Weekly,Japan,Remote
639,U0639,Data Analyst,Tech,Mid,Report Writing,Gemini,38.2,10.2,5,28.7,Daily,UK,Hybrid
640,U0640,Marketing Specialist,Marketing,Senior,Email Drafting,Gemini,48.7,11.6,8,27.2,Daily,Australia,Remote
641,U0641,HR Specialist,HR,Senior,Report Writing,Gemini,39.6,8.3,6,17.6,Weekly,Japan,Office
642,U0642,Financial Analyst,Finance,Senior,Email Drafting,ChatGPT,42.8,4.8,2,12.3,Weekly,USA,Hybrid
643,U0643,Developer,Tech,Junior,Bug Fixing,Gemini,36.8,8.9,6,18.8,Daily,Japan,Hybrid
644,U0644,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,45.7,9.0,4,23.7,Daily,USA,Hybrid
645,U0645,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,41.5,6.6,3,17.2,Daily,UK,Hybrid
646,U0646,Developer,Tech,Senior,Documentation,Copilot,49.7,15.0,8,43.6,Daily,Australia,Hybrid
647,U0647,HR Specialist,HR,Junior,Report Writing,Notion AI,42.8,6.0,2,15.4,Daily,USA,Office
648,U0648,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,39.3,6.2,4,15.5,Weekly,UK,Office
649,U0649,Designer,Marketing,Junior,Ideation,Gemini,51.7,6.6,4,14.0,Weekly,Japan,Remote
650,U0650,Marketing Specialist,Marketing,Senior,Ideation,Notion AI,40.7,8.9,5,21.5,Occasional,USA,Remote
651,U0651,Data Analyst,Tech,Junior,Report Writing,Gemini,35.7,6.2,3,10.8,Occasional,UK,Hybrid
652,U0652,Manager,Management,Senior,Email Drafting,Copilot,34.3,8.8,4,25.9,Weekly,India,Hybrid
653,U0653,Developer,Tech,Senior,Code Review,Other,36.3,10.8,4,25.8,Daily,Canada,Hybrid
654,U0654,Financial Analyst,Finance,Junior,Data Analysis,ChatGPT,44.8,11.3,5,25.3,Daily,Japan,Remote
655,U0655,HR Specialist,HR,Mid,Email Drafting,Gemini,49.1,3.2,2,8.2,Weekly,USA,Office
656,U0656,Marketing Specialist,Marketing,Junior,Copywriting,Notion AI,35.1,8.6,5,20.0,Daily,Germany,Remote
657,U0657,Designer,Marketing,Senior,Image Generation,Copilot,42.7,10.0,5,24.1,Daily,USA,Hybrid
658,U0658,Designer,Marketing,Junior,Ideation,Notion AI,37.5,4.6,3,7.5,Occasional,USA,Hybrid
659,U0659,Data Analyst,Tech,Mid,Query Generation,Gemini,46.9,4.3,2,5.9,Occasional,India,Hybrid
660,U0660,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,45.7,8.7,6,24.8,Weekly,USA,Hybrid
661,U0661,Developer,Tech,Mid,Documentation,ChatGPT,44.9,5.9,3,17.4,Weekly,India,Remote
662,U0662,Marketing Specialist,Marketing,Mid,Market Research,Notion AI,40.1,14.2,8,39.7,Daily,USA,Hybrid
663,U0663,Data Analyst,Tech,Senior,Data Analysis,ChatGPT,39.9,11.4,6,30.3,Daily,India,Remote
664,U0664,Manager,Management,Mid,Report Writing,Copilot,37.4,14.4,8,40.1,Daily,India,Hybrid
665,U0665,Financial Analyst,Finance,Junior,Report Writing,Notion AI,35.2,11.1,6,26.5,Daily,India,Hybrid
666,U0666,Marketing Specialist,Marketing,Senior,Ideation,Gemini,50.8,8.1,5,23.3,Daily,Germany,Hybrid
667,U0667,Designer,Marketing,Mid,Copywriting,Notion AI,47.0,8.1,6,22.9,Daily,India,Office
668,U0668,Developer,Tech,Junior,Bug Fixing,Copilot,40.0,4.9,3,7.9,Occasional,USA,Hybrid
669,U0669,Designer,Marketing,Mid,Image Generation,Gemini,38.3,10.8,6,22.8,Daily,India,Office
670,U0670,HR Specialist,HR,Junior,Policy Q&A,Gemini,41.8,4.7,3,15.0,Weekly,USA,Office
671,U0671,Developer,Tech,Mid,Bug Fixing,Copilot,46.1,8.2,5,23.4,Daily,India,Remote
672,U0672,Marketing Specialist,Marketing,Junior,Market Research,Gemini,42.7,6.8,5,19.0,Weekly,UK,Remote
673,U0673,Designer,Marketing,Senior,Copywriting,Notion AI,46.0,6.7,4,11.4,Daily,USA,Remote
674,U0674,Financial Analyst,Finance,Mid,Data Analysis,Copilot,42.0,7.4,3,16.4,Daily,USA,Hybrid
675,U0675,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,45.6,9.3,6,18.3,Weekly,Japan,Remote
676,U0676,Marketing Specialist,Marketing,Senior,Email Drafting,Notion AI,42.9,3.2,2,8.5,Occasional,Japan,Hybrid
677,U0677,Manager,Management,Mid,Strategy,ChatGPT,43.0,6.7,3,17.8,Daily,Germany,Hybrid
678,U0678,Financial Analyst,Finance,Mid,Data Analysis,Copilot,43.5,8.0,4,16.1,Weekly,India,Remote
679,U0679,Marketing Specialist,Marketing,Senior,Email Drafting,Gemini,42.1,6.3,4,9.2,Weekly,UK,Hybrid
680,U0680,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,45.8,8.8,4,22.2,Daily,Germany,Office
681,U0681,Financial Analyst,Finance,Senior,Forecasting,ChatGPT,38.6,11.9,6,31.8,Daily,Germany,Office
682,U0682,Manager,Management,Mid,Strategy,Notion AI,39.5,4.3,1,12.4,Daily,Australia,Hybrid
683,U0683,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,45.6,7.1,4,10.9,Weekly,UK,Hybrid
684,U0684,Data Analyst,Tech,Junior,Query Generation,ChatGPT,43.6,7.1,3,18.8,Daily,India,Hybrid
685,U0685,Designer,Marketing,Junior,Image Generation,Gemini,45.1,5.4,3,12.7,Daily,Germany,Hybrid
686,U0686,Designer,Marketing,Mid,Ideation,Other,34.4,7.4,3,19.1,Weekly,Japan,Hybrid
687,U0687,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,36.3,4.3,4,11.5,Occasional,USA,Office
688,U0688,HR Specialist,HR,Mid,Email Drafting,Gemini,34.7,6.8,3,15.2,Daily,Japan,Hybrid
689,U0689,Developer,Tech,Junior,Bug Fixing,Other,44.7,6.7,3,18.4,Weekly,Germany,Remote
690,U0690,Marketing Specialist,Marketing,Senior,Copywriting,Notion AI,37.3,5.8,3,13.8,Daily,India,Hybrid
691,U0691,Developer,Tech,Junior,Code Review,Copilot,50.8,9.6,4,22.1,Weekly,Japan,Remote
692,U0692,Marketing Specialist,Marketing,Junior,Ideation,Gemini,42.1,8.5,5,16.5,Daily,Germany,Remote
693,U0693,Financial Analyst,Finance,Senior,Data Analysis,ChatGPT,43.6,5.2,2,14.3,Weekly,USA,Office
694,U0694,Designer,Marketing,Junior,Asset Creation,Copilot,33.7,12.4,6,32.3,Daily,India,Hybrid
695,U0695,Marketing Specialist,Marketing,Senior,Ideation,ChatGPT,48.0,9.8,5,25.8,Daily,UK,Hybrid
696,U0696,Developer,Tech,Senior,Documentation,Copilot,39.2,9.4,5,23.7,Weekly,Germany,Hybrid
697,U0697,Designer,Marketing,Junior,Asset Creation,Notion AI,45.1,8.3,4,23.3,Weekly,Canada,Remote
698,U0698,Data Analyst,Tech,Junior,Visualization,Notion AI,37.6,5.8,3,16.2,Weekly,Australia,Hybrid
699,U0699,Financial Analyst,Finance,Mid,Data Analysis,Notion AI,44.3,5.9,3,19.6,Weekly,USA,Hybrid
700,U0700,Designer,Marketing,Mid,Image Generation,Notion AI,30.0,8.6,6,17.8,Weekly,USA,Remote
701,U0701,Developer,Tech,Mid,Bug Fixing,Gemini,39.4,10.9,6,27.3,Daily,Germany,Remote
702,U0702,Manager,Management,Mid,Strategy,Gemini,44.9,7.7,4,17.0,Occasional,India,Hybrid
703,U0703,Manager,Management,Mid,Email Drafting,ChatGPT,40.8,8.2,4,23.9,Daily,USA,Remote
704,U0704,Manager,Management,Junior,Email Drafting,Copilot,38.8,9.7,4,18.2,Daily,USA,Remote
705,U0705,Developer,Tech,Senior,Code Review,Copilot,44.8,10.1,4,25.7,Daily,USA,Remote
706,U0706,Marketing Specialist,Marketing,Senior,Email Drafting,ChatGPT,43.2,12.5,6,31.8,Daily,USA,Hybrid
707,U0707,Developer,Tech,Senior,Code Review,Copilot,39.5,7.6,4,13.6,Daily,UK,Hybrid
708,U0708,HR Specialist,HR,Senior,Job Description Writing,ChatGPT,44.0,8.9,5,26.0,Daily,Japan,Office
709,U0709,HR Specialist,HR,Mid,Job Description Writing,Other,42.9,8.6,2,25.3,Daily,UK,Office
710,U0710,HR Specialist,HR,Mid,Email Drafting,ChatGPT,41.3,6.6,3,17.5,Weekly,Australia,Hybrid
711,U0711,HR Specialist,HR,Junior,Job Description Writing,Other,48.0,5.1,3,17.8,Daily,Japan,Hybrid
712,U0712,Data Analyst,Tech,Mid,Report Writing,ChatGPT,41.5,9.6,5,25.5,Weekly,USA,Hybrid
713,U0713,Developer,Tech,Mid,Documentation,ChatGPT,45.9,9.7,6,25.4,Daily,Germany,Remote
714,U0714,HR Specialist,HR,Mid,Email Drafting,Copilot,40.4,13.1,7,32.9,Daily,USA,Office
715,U0715,Designer,Marketing,Junior,Copywriting,Notion AI,48.0,8.8,5,23.4,Daily,USA,Remote
716,U0716,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,46.0,11.2,5,26.9,Daily,Germany,Hybrid
717,U0717,HR Specialist,HR,Mid,Email Drafting,Gemini,41.1,11.6,6,29.9,Daily,Germany,Hybrid
